StudyHours,Attendance,PreviousScore,SleepHours,Result
3.3,41,49,5.4,Fail
4.9,94,82,3.2,Pass
1.6,56,98,5.9,Fail
1.2,92,78,4.2,Fail
1.4,35,45,5.3,Fail
4.8,76,70,3.0,Pass
1.8,73,77,8.8,Fail
3.0,95,85,3.1,Fail
4.6,75,49,4.3,Fail
5.5,90,98,8.6,Pass
5.1,79,91,4.5,Pass
1.8,77,39,5.4,Fail
5.4,82,43,6.0,Fail
1.2,55,76,6.1,Fail
5.2,39,64,7.0,Fail
4.9,98,22,5.7,Fail
2.3,96,95,6.2,Fail
4.8,100,81,7.7,Pass
4.4,37,82,4.8,Pass
1.2,89,75,8.2,Fail
5.5,91,35,4.8,Fail
3.1,97,93,7.2,Fail
4.8,82,71,4.6,Pass
1.0,79,64,9.0,Fail
3.1,78,88,5.6,Fail
2.1,95,34,5.3,Fail
5.6,70,68,4.8,Pass
3.3,64,61,3.6,Fail
2.1,50,43,7.2,Fail
3.5,35,47,7.3,Fail
1.8,86,100,6.7,Fail
5.9,87,34,4.1,Fail
4.9,79,66,6.8,Pass
1.6,76,69,5.9,Fail
4.5,69,85,3.9,Pass
1.8,34,53,5.9,Fail
5.3,67,78,3.9,Pass
4.6,63,49,3.7,Fail
1.1,34,80,3.0,Fail
5.2,78,54,5.6,Fail
4.0,51,53,3.4,Fail
1.8,76,63,3.5,Fail
2.7,71,52,4.5,Fail
1.1,66,54,7.3,Fail
4.4,34,52,8.6,Fail
1.7,96,30,7.8,Fail
4.4,39,82,5.7,Pass
4.4,48,31,3.4,Fail
1.6,44,23,7.6,Fail
2.4,56,93,4.4,Fail
2.9,60,36,3.9,Fail
3.5,96,85,5.8,Pass
1.5,40,85,8.2,Fail
1.8,100,30,5.9,Fail
1.2,32,30,6.7,Fail
4.3,45,88,3.1,Pass
1.6,42,84,4.6,Fail
3.9,33,99,8.4,Fail
1.4,35,79,5.8,Fail
4.5,81,38,6.4,Fail
5.7,73,25,3.5,Fail
4.7,47,30,6.1,Fail
2.2,31,73,4.1,Fail
2.7,57,41,6.2,Fail
3.0,47,88,8.5,Fail
4.9,99,68,4.3,Pass
5.4,47,43,4.6,Fail
4.3,62,86,7.5,Pass
2.8,33,88,4.6,Fail
1.8,46,47,6.5,Fail
3.5,41,66,6.7,Fail
1.8,79,99,6.7,Fail
4.9,95,67,6.5,Pass
5.6,48,20,4.2,Fail
5.9,95,97,8.1,Pass
2.6,77,62,5.0,Fail
4.3,33,31,6.0,Fail
4.1,43,36,5.2,Fail
1.6,62,42,3.2,Fail
1.5,30,40,8.2,Fail
4.2,95,35,3.2,Fail
4.1,77,30,8.3,Fail
1.3,67,46,4.5,Fail
3.9,42,76,4.8,Fail
1.4,98,90,7.4,Fail
3.1,70,42,3.8,Fail
5.0,93,40,8.7,Fail
1.5,56,87,6.4,Fail
5.8,53,59,3.6,Fail
2.6,50,83,5.3,Fail
3.4,37,84,6.4,Fail
4.4,40,83,6.4,Pass
2.5,45,39,3.4,Fail
5.1,37,20,6.8,Fail
5.7,96,60,3.3,Pass
1.1,87,74,5.9,Fail
4.5,42,42,6.3,Fail
4.2,34,20,3.5,Fail
4.5,38,49,4.0,Fail
1.1,56,25,8.2,Fail
1.1,57,91,3.8,Fail
3.5,79,32,3.3,Fail
1.5,44,62,3.7,Fail
1.4,79,33,4.8,Fail
4.1,98,64,6.0,Pass
2.7,34,28,3.4,Fail
4.9,48,48,8.2,Fail
5.9,31,26,8.0,Fail
2.6,88,87,6.3,Fail
2.4,71,42,7.4,Fail
3.8,40,82,5.5,Fail
3.8,93,50,8.4,Fail
5.7,90,79,7.9,Pass
3.4,87,75,4.2,Fail
4.8,73,25,6.2,Fail
1.3,51,73,4.3,Fail
5.6,40,36,7.4,Fail
2.0,44,95,8.5,Fail
1.8,69,45,5.0,Fail
2.3,56,98,7.6,Fail
1.7,45,36,3.8,Fail
3.6,75,36,7.8,Fail
5.3,46,94,4.6,Pass
3.0,74,91,6.9,Fail
2.7,96,49,7.8,Fail
1.8,93,89,7.6,Fail
5.5,86,34,5.6,Fail
5.1,87,45,3.2,Fail
4.9,90,71,3.5,Pass
1.1,87,51,4.3,Fail
3.1,58,95,5.8,Fail
4.7,33,25,3.7,Fail
4.1,79,70,4.7,Pass
1.4,31,57,3.5,Fail
3.4,69,49,5.0,Fail
2.5,35,81,4.8,Fail
1.9,66,98,6.1,Fail
6.0,70,40,3.9,Fail
4.6,44,46,5.0,Fail
1.2,63,98,4.9,Fail
2.7,33,72,4.7,Fail
3.9,93,27,5.7,Fail
4.4,43,96,3.5,Pass
1.8,72,36,8.2,Fail
5.0,39,52,3.7,Fail
5.6,70,27,5.3,Fail
2.3,97,60,6.7,Fail
4.5,97,51,5.8,Fail
1.7,87,70,6.5,Fail
3.6,49,46,5.2,Fail
3.1,80,65,6.5,Fail
5.2,85,27,4.6,Fail
4.7,76,22,4.9,Fail
3.9,95,31,4.2,Fail
6.0,77,56,5.4,Fail
3.1,90,57,3.2,Fail
5.3,37,33,5.1,Fail
4.7,96,78,4.6,Pass
5.0,77,59,7.1,Fail
1.0,68,55,6.4,Fail
4.9,84,81,5.1,Pass
4.2,77,35,3.6,Fail
2.2,43,61,6.1,Fail
5.0,65,39,5.8,Fail
4.5,72,45,9.0,Fail
4.2,43,83,5.3,Pass
3.6,56,41,8.5,Fail
3.4,74,32,8.8,Fail
4.6,83,46,5.4,Fail
3.8,95,80,5.1,Pass
2.0,81,25,4.7,Fail
4.1,51,75,5.3,Pass
2.1,99,98,3.5,Fail
3.5,92,85,6.0,Pass
5.2,58,54,7.6,Fail
3.2,93,41,6.9,Fail
2.4,61,73,6.3,Fail
4.1,77,87,3.1,Pass
4.4,46,100,7.7,Pass
1.3,97,46,4.8,Fail
1.8,53,81,5.3,Fail
2.5,35,80,8.7,Fail
2.5,75,55,4.2,Fail
3.5,42,20,6.0,Fail
5.4,77,61,7.5,Pass
4.3,83,34,3.4,Fail
1.5,37,82,6.5,Fail
5.2,79,58,6.4,Fail
3.8,83,61,3.5,Pass
2.4,86,33,3.5,Fail
4.9,71,26,4.7,Fail
2.1,55,76,4.2,Fail
4.7,73,45,4.7,Fail
3.9,43,50,5.7,Fail
1.6,54,32,7.5,Fail
4.1,44,55,3.0,Fail
5.8,67,44,3.8,Fail
5.2,30,81,6.3,Pass
2.4,66,75,8.7,Fail
1.6,46,94,6.3,Fail
3.0,64,63,8.3,Fail
3.6,83,81,3.6,Pass
4.9,78,41,6.0,Fail
3.0,49,93,5.0,Fail
4.6,84,100,6.2,Pass
1.9,65,46,9.0,Fail
3.9,84,43,8.3,Fail
2.2,54,92,4.3,Fail
1.6,57,95,7.2,Fail
5.9,92,37,8.0,Fail
3.0,93,80,4.7,Fail
3.1,60,62,4.1,Fail
5.7,51,84,7.9,Pass
3.6,83,79,6.5,Pass
1.4,37,86,5.4,Fail
2.9,53,83,8.6,Fail
4.3,64,46,3.5,Fail
1.8,73,26,8.7,Fail
1.6,31,76,9.0,Fail
2.1,58,57,7.8,Fail
3.0,82,22,6.6,Fail
5.3,54,20,3.1,Fail
6.0,94,61,4.4,Pass
5.6,93,34,7.9,Fail
3.6,42,62,5.0,Fail
2.3,97,88,3.8,Fail
4.5,57,22,8.8,Fail
4.6,85,36,8.0,Fail
4.8,89,86,6.6,Pass
2.5,34,48,7.8,Fail
4.3,43,82,3.7,Pass
4.7,54,68,3.3,Fail
4.5,40,29,8.6,Fail
5.9,43,94,7.4,Pass
5.6,58,47,8.0,Fail
3.4,50,88,4.9,Fail
3.2,58,38,6.0,Fail
4.4,56,52,4.8,Fail
2.3,38,31,6.8,Fail
1.0,70,36,6.3,Fail
2.9,67,33,7.8,Fail
2.0,71,70,7.3,Fail
2.7,76,77,6.4,Fail
1.1,98,51,3.1,Fail
5.9,94,38,5.8,Fail
5.2,93,65,7.6,Pass
1.7,94,34,4.7,Fail
5.7,47,65,3.1,Fail
4.2,49,71,5.6,Fail
6.0,62,43,8.7,Fail
5.3,79,32,3.6,Fail
3.3,97,56,5.0,Fail
3.3,99,46,8.1,Fail
1.4,51,67,7.2,Fail
5.4,33,56,6.6,Fail
4.0,36,79,8.3,Pass
4.4,69,92,5.7,Pass
5.8,96,96,5.7,Pass
5.6,65,84,4.4,Pass
2.5,52,22,7.2,Fail
2.5,86,93,7.0,Fail
5.0,69,85,7.1,Pass
2.9,31,93,8.3,Fail
2.3,96,51,4.7,Fail
1.2,40,47,8.5,Fail
1.5,43,55,6.9,Fail
5.6,68,64,7.1,Fail
1.7,31,22,3.6,Fail
2.5,57,46,3.3,Fail
3.3,93,75,4.0,Fail
1.5,67,96,5.3,Fail
2.4,33,80,5.7,Fail
4.2,35,90,5.8,Pass
5.4,92,72,6.4,Pass
4.3,61,30,6.0,Fail
4.0,81,23,5.1,Fail
4.7,94,78,6.5,Pass
5.2,45,45,3.1,Fail
1.0,94,70,7.8,Fail
4.0,90,91,4.2,Pass
3.6,43,95,5.7,Fail
1.7,43,60,9.0,Fail
1.1,53,81,5.8,Fail
3.7,93,78,8.1,Pass
1.1,73,33,6.8,Fail
2.3,65,39,5.2,Fail
3.5,37,64,6.4,Fail
5.9,66,43,7.7,Fail
3.2,56,39,8.3,Fail
1.7,68,39,4.5,Fail
5.1,52,75,4.4,Pass
1.2,68,27,7.2,Fail
3.6,52,72,8.0,Fail
3.3,33,41,8.9,Fail
5.2,89,37,4.2,Fail
3.2,31,49,6.2,Fail
3.1,82,60,6.9,Fail
3.1,48,92,6.6,Fail
1.2,33,37,4.5,Fail
2.0,83,45,3.6,Fail
5.6,93,74,6.3,Pass
5.9,86,44,5.6,Fail
2.5,93,78,8.7,Fail
5.0,46,44,3.3,Fail
2.3,63,42,8.2,Fail
1.2,99,97,7.0,Fail
4.5,86,26,6.4,Fail
3.1,73,52,4.9,Fail
3.7,42,39,6.3,Fail
4.0,77,95,6.9,Pass
3.3,38,67,7.4,Fail
2.8,95,45,4.5,Fail
5.6,33,88,4.5,Pass
3.0,66,70,8.3,Fail
5.4,93,22,4.0,Fail
4.4,94,57,3.2,Fail
3.1,37,29,3.7,Fail
3.0,76,87,6.9,Fail
5.0,66,92,5.4,Pass
1.0,92,52,3.6,Fail
5.5,36,32,4.5,Fail
5.7,68,74,6.5,Fail
3.3,99,88,5.5,Fail
1.7,73,53,5.5,Fail
3.3,97,35,8.1,Fail
5.3,49,71,8.6,Fail
5.0,94,70,5.2,Pass
5.9,56,77,8.2,Pass
5.3,51,35,7.4,Fail
3.3,43,100,5.5,Fail
5.3,51,28,4.3,Fail
1.9,31,40,5.5,Fail
6.0,100,100,7.4,Pass
2.6,92,22,6.3,Fail
3.6,42,24,7.9,Fail
5.0,84,77,3.5,Pass
1.1,43,96,7.4,Fail
4.8,70,66,7.0,Pass
5.2,92,38,6.0,Fail
1.2,95,84,6.1,Fail
3.4,51,34,7.4,Fail
2.4,49,30,6.8,Fail
3.2,63,51,7.6,Fail
2.6,92,55,4.4,Fail
4.4,54,45,3.2,Fail
1.8,60,26,4.0,Fail
4.5,37,78,3.0,Pass
2.7,57,37,4.8,Fail
5.6,30,24,9.0,Fail
1.5,44,63,8.8,Fail
3.7,42,29,5.2,Fail
4.3,48,89,4.5,Pass
1.8,84,99,7.2,Fail
6.0,66,95,4.5,Pass
2.8,82,65,7.5,Fail
4.4,73,77,6.4,Pass
4.0,98,93,3.7,Pass
2.8,98,86,7.9,Fail
4.6,52,87,6.2,Pass
1.8,36,89,4.2,Fail
1.7,85,27,7.7,Fail
3.5,78,84,4.4,Pass
1.7,52,85,8.7,Fail
1.8,71,90,6.5,Fail
3.8,71,31,5.6,Fail
1.3,83,61,3.9,Fail
6.0,81,99,4.8,Pass
4.9,97,64,7.4,Pass
3.3,79,57,6.3,Fail
5.2,94,36,6.7,Fail
3.7,66,90,4.5,Fail
1.2,77,33,4.6,Fail
1.7,98,30,7.5,Fail
4.4,48,84,6.9,Pass
3.3,46,38,6.6,Fail
4.5,44,69,7.7,Fail
2.6,77,72,5.8,Fail
5.2,90,20,6.7,Fail
4.9,68,61,7.7,Fail
3.6,81,32,8.5,Fail
3.2,75,21,4.5,Fail
3.4,32,33,7.3,Fail
3.5,71,65,7.9,Pass
4.4,34,64,4.5,Fail
5.6,82,95,4.0,Pass
5.5,66,92,4.1,Pass
4.8,98,35,6.6,Fail
1.4,59,69,7.2,Fail
2.0,90,72,8.3,Fail
4.5,64,75,5.9,Pass
6.0,46,85,3.3,Pass
2.3,87,72,8.5,Fail
1.4,100,31,4.8,Fail
1.3,66,60,3.1,Fail
2.2,99,45,3.5,Fail
4.9,92,49,6.7,Fail
1.6,69,90,3.8,Fail
5.8,52,91,4.3,Pass
5.0,97,36,6.5,Fail
5.9,89,76,4.8,Pass
3.8,42,22,6.9,Fail
5.8,51,47,8.6,Fail
2.0,84,41,4.2,Fail
5.3,79,73,6.9,Pass
5.0,57,67,5.0,Fail
4.5,30,59,7.5,Fail
5.5,68,92,8.5,Pass
3.2,37,24,4.8,Fail
1.3,95,67,8.9,Fail
4.5,51,62,3.5,Fail
2.1,59,48,4.8,Fail
4.1,94,20,4.8,Fail
6.0,36,89,7.4,Pass
4.2,95,53,6.7,Fail
4.8,92,27,6.1,Fail
1.3,53,29,6.5,Fail
5.1,77,77,4.4,Pass
5.7,97,82,4.4,Pass
1.8,65,78,7.8,Fail
5.3,64,61,4.6,Fail
2.8,42,83,5.1,Fail
3.6,90,21,4.2,Fail
5.6,84,21,3.6,Fail
5.6,84,91,7.3,Pass
4.6,88,49,6.9,Fail
3.9,92,92,7.5,Pass
4.2,70,81,5.2,Pass
4.6,53,69,7.9,Fail
4.9,48,32,6.4,Fail
4.4,91,92,4.0,Pass
4.3,59,70,6.2,Fail
2.7,44,50,5.6,Fail
2.8,48,96,4.5,Fail
1.4,84,29,6.2,Fail
2.3,56,69,5.9,Fail
2.7,95,84,8.6,Fail
1.2,40,62,7.9,Fail
5.8,89,55,3.9,Fail
4.1,88,32,6.8,Fail
3.7,81,71,6.7,Pass
4.2,38,57,6.3,Fail
5.2,83,90,8.1,Pass
4.9,50,89,5.3,Pass
4.7,30,32,7.5,Fail
4.4,97,57,7.7,Fail
3.9,52,64,4.0,Fail
4.3,56,51,3.6,Fail
3.3,83,58,4.1,Fail
3.7,44,22,6.4,Fail
1.9,78,65,6.2,Fail
5.1,60,32,5.1,Fail
4.8,73,59,6.7,Fail
5.9,68,94,6.6,Pass
4.7,54,57,5.7,Fail
5.1,49,82,5.9,Pass
2.5,35,29,3.8,Fail
3.1,79,84,3.3,Fail
3.2,35,99,6.6,Fail
2.0,77,76,6.4,Fail
3.9,62,56,5.4,Fail
5.4,83,59,7.8,Fail
1.8,67,30,4.6,Fail
2.7,97,54,6.8,Fail
4.5,55,75,8.6,Pass
4.1,55,34,5.5,Fail
3.6,87,84,7.1,Pass
6.0,38,30,8.7,Fail
3.3,41,24,4.8,Fail
2.1,93,43,7.0,Fail
2.5,95,73,9.0,Fail
3.3,46,84,8.9,Fail
3.5,50,75,8.5,Fail
4.4,93,72,3.2,Pass
5.3,97,47,4.3,Fail
5.5,95,40,4.8,Fail
5.7,31,59,5.6,Fail
1.7,83,31,6.5,Fail
3.6,60,65,4.1,Fail
2.2,90,93,8.8,Fail
5.4,32,70,5.8,Fail
1.3,81,59,4.5,Fail
5.1,90,69,4.6,Pass
4.1,52,40,7.9,Fail
5.0,77,95,6.5,Pass
4.9,87,49,4.2,Fail
1.7,61,49,6.3,Fail
4.9,86,95,4.4,Pass
4.8,80,89,6.0,Pass
5.4,69,64,8.5,Fail
2.4,62,39,3.5,Fail
5.2,31,45,5.6,Fail
4.1,66,51,7.5,Fail
2.5,46,85,8.3,Fail
1.4,31,45,7.3,Fail
3.2,43,67,6.5,Fail
2.7,55,29,7.0,Fail
4.4,80,38,7.1,Fail
5.7,48,69,8.9,Fail
6.0,33,53,5.0,Fail
5.1,91,88,6.9,Pass
5.9,36,73,5.8,Fail
5.7,65,66,7.4,Fail
3.1,42,82,8.1,Fail
5.1,60,85,7.8,Pass
3.8,42,86,8.2,Fail
4.6,85,40,5.5,Fail
2.5,87,33,5.3,Fail
4.2,80,36,7.4,Fail
4.0,81,32,4.1,Fail
2.6,59,31,3.3,Fail
2.6,43,94,3.2,Fail
4.7,78,85,6.3,Pass
6.0,100,37,7.8,Fail
2.4,44,28,5.5,Fail
3.6,52,46,7.0,Fail
3.7,54,21,6.2,Fail
1.4,56,70,8.5,Fail
1.2,41,77,5.6,Fail
2.7,88,52,5.7,Fail
2.0,63,59,4.7,Fail
1.7,71,43,4.3,Fail
3.2,41,100,3.9,Fail
5.8,69,45,3.2,Fail
3.3,71,72,4.8,Fail
2.6,96,53,8.6,Fail
3.1,92,38,8.1,Fail
5.2,81,94,5.9,Pass
5.8,79,39,9.0,Fail
2.8,45,34,3.7,Fail
5.6,79,81,5.9,Pass
3.7,60,70,5.6,Fail
5.8,79,21,3.8,Fail
1.0,30,37,6.9,Fail
5.7,97,29,6.7,Fail
3.1,100,31,9.0,Fail
2.8,44,30,4.8,Fail
4.7,99,48,5.7,Fail
5.8,69,83,6.6,Pass
1.6,63,88,3.0,Fail
5.6,42,97,5.2,Pass
2.9,56,58,5.3,Fail
4.8,36,78,8.0,Pass
2.6,39,49,7.6,Fail
4.6,85,68,3.2,Pass
3.9,56,57,5.5,Fail
2.6,30,72,3.1,Fail
5.2,84,36,5.2,Fail
1.6,93,78,6.8,Fail
2.7,50,97,3.4,Fail
2.2,49,32,6.4,Fail
3.7,93,72,4.3,Pass
3.7,51,37,5.1,Fail
4.9,58,96,4.0,Pass
1.3,71,29,3.8,Fail
4.1,36,53,5.7,Fail
3.5,53,48,8.8,Fail
4.5,50,69,6.3,Fail
5.4,73,83,3.7,Pass
3.1,60,34,4.6,Fail
2.7,91,96,6.7,Fail
4.4,66,65,4.9,Fail
2.0,49,67,6.6,Fail
4.1,57,44,3.7,Fail
1.7,83,20,6.4,Fail
1.2,53,47,4.3,Fail
1.7,56,45,6.2,Fail
2.2,82,48,3.9,Fail
3.0,100,61,4.4,Fail
2.8,33,98,8.2,Fail
2.5,62,70,8.9,Fail
1.6,89,58,6.1,Fail
1.9,42,90,8.4,Fail
4.1,44,56,7.5,Fail
4.0,90,39,7.1,Fail
4.8,30,31,3.1,Fail
5.6,89,77,7.8,Pass
3.6,34,73,3.8,Fail
5.8,94,22,4.2,Fail
1.5,86,97,7.6,Fail
5.0,91,81,8.9,Pass
3.1,96,27,8.0,Fail
2.3,34,99,3.2,Fail
1.5,88,83,8.3,Fail
4.6,38,77,5.0,Pass
1.5,90,77,3.1,Fail
5.2,76,41,8.8,Fail
1.7,90,82,7.8,Fail
1.1,90,81,7.8,Fail
3.3,48,61,3.1,Fail
2.0,44,59,6.1,Fail
1.2,38,95,3.1,Fail
5.9,98,87,3.8,Pass
3.7,54,98,9.0,Fail
4.6,30,49,6.6,Fail
3.4,44,65,5.7,Fail
5.4,77,42,5.4,Fail
5.7,40,97,5.0,Pass
2.6,53,26,8.8,Fail
4.6,85,39,4.1,Fail
3.2,47,37,7.9,Fail
4.2,74,65,7.6,Pass
2.0,46,32,5.9,Fail
3.6,48,76,5.1,Fail
4.2,58,25,4.3,Fail
2.4,68,59,8.1,Fail
2.1,59,48,8.9,Fail
1.8,83,97,8.1,Fail
4.3,39,24,8.2,Fail
5.5,76,35,3.5,Fail
1.8,61,95,6.3,Fail
1.2,50,35,8.7,Fail
3.3,45,78,6.7,Fail
5.8,34,32,7.3,Fail
2.7,66,90,7.2,Fail
4.3,89,40,4.8,Fail
4.7,46,29,6.0,Fail
1.9,73,99,7.8,Fail
4.5,98,59,3.1,Fail
5.1,58,99,4.9,Pass
4.4,71,74,8.8,Pass
6.0,88,81,5.4,Pass
3.0,34,57,5.9,Fail
5.5,70,21,4.3,Fail
2.1,31,57,8.0,Fail
5.7,35,59,4.9,Fail
1.7,83,21,8.3,Fail
1.9,61,50,5.3,Fail
3.8,99,39,7.9,Fail
1.8,47,68,6.4,Fail
1.6,55,95,6.0,Fail
4.5,87,31,7.2,Fail
3.2,86,91,8.9,Fail
3.7,32,55,7.3,Fail
2.2,98,34,8.6,Fail
5.1,58,52,7.7,Fail
2.3,71,63,7.0,Fail
3.9,31,41,3.5,Fail
2.5,60,63,3.3,Fail
4.4,94,22,6.5,Fail
5.3,52,31,4.2,Fail
5.6,49,26,3.4,Fail
3.6,47,75,6.2,Fail
4.4,83,20,4.9,Fail
4.2,64,32,5.9,Fail
4.9,42,33,6.7,Fail
4.0,92,26,4.1,Fail
5.9,83,23,7.8,Fail
4.7,79,21,7.0,Fail
2.4,32,47,6.8,Fail
2.1,32,98,6.6,Fail
3.9,76,27,3.5,Fail
4.8,55,60,3.2,Fail
1.0,87,63,6.1,Fail
3.0,96,46,3.9,Fail
4.2,83,100,7.3,Pass
4.8,66,53,7.6,Fail
3.2,32,45,7.0,Fail
4.2,52,69,3.4,Fail
3.2,34,40,6.8,Fail
5.4,94,63,7.5,Pass
5.4,75,88,6.3,Pass
4.5,80,71,4.0,Pass
2.6,67,99,4.0,Fail
2.1,92,46,6.9,Fail
3.2,40,35,6.0,Fail
5.2,62,79,5.7,Pass
2.0,45,75,5.9,Fail
5.0,53,69,6.5,Fail
1.7,95,24,8.2,Fail
5.5,84,39,3.4,Fail
3.5,65,94,6.8,Fail
2.2,30,80,3.2,Fail
3.7,38,35,3.4,Fail
2.3,53,84,5.8,Fail
1.9,76,59,4.9,Fail
5.2,40,76,7.0,Pass
3.7,30,81,7.6,Fail
5.5,37,60,4.8,Fail
1.7,97,68,3.9,Fail
5.9,41,22,8.2,Fail
2.9,98,100,7.1,Fail
2.0,70,75,6.5,Fail
2.6,35,98,5.3,Fail
4.5,78,73,4.1,Pass
3.0,85,98,4.0,Fail
3.7,92,50,7.9,Fail
1.7,50,45,7.8,Fail
1.3,79,92,5.3,Fail
5.0,95,50,8.9,Fail
2.5,64,25,4.3,Fail
2.4,75,38,5.7,Fail
4.9,71,37,8.2,Fail
5.6,70,85,4.2,Pass
3.1,42,89,4.1,Fail
1.3,61,21,6.1,Fail
3.4,31,67,5.3,Fail
3.6,90,76,6.2,Pass
3.8,65,94,8.2,Fail
3.3,42,75,4.1,Fail
3.3,83,87,8.4,Fail
5.9,35,32,7.0,Fail
5.8,52,84,8.7,Pass
2.4,35,77,5.1,Fail
2.4,36,37,4.2,Fail
3.7,92,52,5.3,Fail
3.3,41,69,7.0,Fail
3.3,93,90,5.9,Fail
1.3,78,100,4.5,Fail
4.7,69,23,5.7,Fail
2.3,88,59,5.9,Fail
1.1,43,70,4.2,Fail
5.8,57,57,7.1,Fail
5.7,74,61,5.1,Pass
3.1,52,63,4.1,Fail
4.9,69,23,4.5,Fail
5.2,87,91,6.6,Pass
5.6,89,94,5.9,Pass
4.3,69,29,6.5,Fail
4.4,51,96,7.6,Pass
2.2,60,60,4.8,Fail
2.7,94,100,7.8,Fail
3.1,96,96,3.1,Fail
2.0,47,46,5.7,Fail
3.8,51,70,8.1,Fail
3.7,97,84,4.4,Pass
2.6,64,98,4.3,Fail
3.5,62,72,7.3,Fail
2.2,100,32,4.4,Fail
4.4,61,37,6.9,Fail
1.6,55,20,3.4,Fail
1.7,77,55,4.3,Fail
2.0,53,67,7.4,Fail
5.5,61,20,4.7,Fail
1.6,68,69,5.8,Fail
3.1,65,25,5.4,Fail
5.9,67,76,3.7,Pass
3.7,39,90,6.7,Fail
5.1,51,34,8.4,Fail
3.1,80,76,8.4,Fail
1.4,90,84,7.7,Fail
3.7,63,82,8.2,Fail
5.2,73,51,6.4,Fail
4.6,34,22,6.2,Fail
5.4,100,46,4.1,Fail
3.2,40,98,5.8,Fail
4.1,46,45,7.3,Fail
5.7,44,67,7.3,Fail
4.7,31,65,5.0,Fail
4.7,39,30,4.7,Fail
2.5,51,71,5.0,Fail
2.2,94,66,4.9,Fail
1.2,44,67,5.3,Fail
2.2,90,21,7.7,Fail
2.3,83,69,8.4,Fail
1.8,39,97,5.6,Fail
5.2,45,49,5.5,Fail
4.5,51,25,8.9,Fail
2.1,77,38,5.9,Fail
2.4,64,50,8.6,Fail
3.3,41,29,3.7,Fail
3.7,59,81,8.4,Fail
4.4,59,66,4.3,Fail
3.4,82,63,9.0,Fail
5.9,62,84,7.3,Pass
5.0,30,24,7.8,Fail
4.3,49,66,4.5,Fail
5.7,78,55,6.8,Fail
5.8,82,62,8.4,Pass
1.9,36,58,7.8,Fail
1.3,33,57,8.8,Fail
1.5,50,88,8.1,Fail
1.7,32,69,6.7,Fail
3.3,55,28,6.1,Fail
1.6,98,37,7.8,Fail
1.5,77,55,4.9,Fail
3.9,100,47,5.4,Fail
3.2,68,38,3.9,Fail
4.3,33,90,3.2,Pass
4.0,75,35,3.2,Fail
2.2,42,49,4.7,Fail
3.8,96,68,5.7,Pass
5.0,78,47,6.0,Fail
3.6,85,85,6.3,Pass
4.0,63,42,7.7,Fail
5.3,69,83,8.6,Pass
3.0,75,92,8.6,Fail
1.0,57,78,6.4,Fail
1.6,98,65,7.3,Fail
1.2,96,94,3.0,Fail
2.3,64,37,8.5,Fail
2.9,94,35,7.0,Fail
5.0,32,70,3.9,Fail
1.0,53,75,6.8,Fail
5.1,64,88,4.9,Pass
2.5,33,35,4.6,Fail
1.9,85,44,7.3,Fail
1.9,31,63,7.2,Fail
3.4,91,62,5.1,Fail
5.0,80,22,6.9,Fail
1.7,52,75,4.7,Fail
1.1,97,61,4.9,Fail
4.3,37,56,4.6,Fail
4.6,32,74,7.7,Fail
2.8,95,49,5.1,Fail
1.3,75,60,8.3,Fail
3.7,93,23,8.6,Fail
3.0,32,91,4.3,Fail
1.1,62,83,8.4,Fail
1.8,63,73,8.6,Fail
5.3,30,56,7.9,Fail
2.0,69,46,7.2,Fail
4.1,97,88,6.1,Pass
5.2,48,76,4.9,Pass
3.2,82,85,4.5,Fail
5.1,57,48,5.0,Fail
1.8,57,70,5.7,Fail
1.1,34,60,7.5,Fail
2.4,46,37,8.2,Fail
3.0,69,20,5.2,Fail
5.9,30,55,6.1,Fail
3.3,63,50,3.1,Fail
5.3,75,94,6.7,Pass
2.0,87,80,7.7,Fail
5.8,100,52,8.9,Fail
4.6,85,84,4.7,Pass
1.3,73,45,4.8,Fail
5.8,72,100,5.6,Pass
2.4,45,71,7.2,Fail
3.5,40,75,5.4,Fail
5.8,86,59,8.9,Fail
2.9,36,24,6.3,Fail
2.0,65,27,3.1,Fail
3.0,42,84,6.7,Fail
2.3,41,35,5.4,Fail
3.9,85,41,6.3,Fail
1.2,93,81,4.2,Fail
4.9,73,26,8.1,Fail
2.8,58,70,6.0,Fail
2.8,50,73,5.2,Fail
4.1,38,68,9.0,Fail
2.5,88,65,7.7,Fail
5.9,62,38,6.7,Fail
2.2,77,86,8.2,Fail
5.4,42,99,6.0,Pass
2.3,53,27,7.0,Fail
2.8,80,68,8.3,Fail
3.8,83,87,8.9,Pass
5.4,86,71,4.7,Pass
4.6,37,63,7.7,Fail
4.1,76,70,7.9,Pass
1.8,35,68,4.6,Fail
3.2,56,73,7.9,Fail
3.1,33,32,9.0,Fail
4.8,81,81,6.8,Pass
2.3,64,43,8.4,Fail
2.1,30,34,8.7,Fail
4.5,94,99,6.0,Pass
2.8,38,41,4.5,Fail
5.6,62,58,3.5,Fail
1.7,84,77,5.8,Fail
5.8,30,42,4.5,Fail
3.4,70,89,7.0,Fail
5.0,54,27,8.1,Fail
5.8,95,36,6.8,Fail
5.3,79,40,7.9,Fail
4.1,35,79,7.6,Pass
4.1,64,70,8.3,Fail
1.0,81,43,4.2,Fail
5.0,82,98,5.8,Pass
3.5,60,81,5.1,Fail
4.3,87,93,7.2,Pass
5.2,67,37,4.7,Fail
4.9,99,75,7.0,Pass
